pso_particles,pso_max_iter,pso_w,pso_w_end,pso_c1,pso_c2,charger_count,weight_load,weight_sensitivity,best_fitness,mean_fitness,std_fitness,mean_load_coverage,mean_avg_sensitivity,mean_runtime,best_selected_nodes
80,200,0.7,0.3,1.5,2.0,10,0.6,0.4,0.41651774739392505,0.4088296489513178,0.006967547740033129,0.5534320323014805,0.19192607392607394,77.9289402961731,"[2, 30, 24, 8, 20, 25, 32, 3, 7, 4]"
100,200,0.8,0.3,2.0,2.0,10,0.6,0.4,0.41300585865458006,0.408766658106362,0.004460850140312163,0.5469717362045761,0.20145904095904096,89.50363349914551,"[3, 24, 2, 19, 32, 30, 8, 25, 7, 21]"
100,100,0.7,0.3,1.5,1.5,10,0.6,0.4,0.41651774739392505,0.4086296489513178,0.005258985665523933,0.5534320323014805,0.19142607392607391,68.38016591072082,"[7, 19, 20, 24, 32, 30, 25, 2, 8, 4]"
50,100,0.6,0.3,2.0,1.5,10,0.6,0.4,0.41802963613327004,0.40857282095801606,0.007247527178590952,0.5485868102288022,0.19855183705183704,33.60988554954529,"[24, 7, 3, 25, 2, 32, 31, 19, 8, 30]"
50,200,0.8,0.2,2.0,1.5,10,0.6,0.4,0.41802963613327004,0.40840378508884567,0.007936407597262062,0.5426648721399732,0.20701215451215452,70.29175019264221,"[19, 31, 24, 2, 30, 3, 8, 25, 32, 7]"
80,200,0.8,0.2,1.5,1.5,10,0.6,0.4,0.4198510807272584,0.4083780563088773,0.00883426018264715,0.5561238223418574,0.1867594072594073,112.93949184417724,"[24, 25, 30, 32, 19, 8, 4, 2, 3, 7]"
100,200,0.7,0.2,2.0,2.0,10,0.6,0.4,0.41651774739392505,0.4083193368318536,0.006744811673617171,0.5507402422611036,0.19468797868797866,89.59511036872864,"[8, 25, 24, 32, 30, 2, 20, 4, 19, 7]"
80,100,0.8,0.3,1.5,1.5,10,0.6,0.4,0.41651774739392505,0.40828412696918753,0.00716821083127471,0.5426648721399732,0.20671300921300922,58.18805103302002,"[25, 2, 32, 30, 8, 20, 24, 19, 4, 7]"
80,100,0.7,0.3,2.0,1.5,10,0.6,0.4,0.41802963613327004,0.40826060453678215,0.007723143015138878,0.5518169582772543,0.19292607392607394,56.29383873939514,"[8, 2, 24, 19, 25, 32, 31, 7, 3, 30]"
100,100,0.7,0.2,1.5,1.5,10,0.6,0.4,0.4198510807272584,0.4081261915294217,0.01143070068004711,0.5421265141318978,0.2071257076257076,64.44640369415283,"[24, 32, 19, 7, 8, 3, 30, 25, 2, 4]"
80,200,0.6,0.2,1.5,2.0,10,0.6,0.4,0.4198510807272584,0.4081206419421763,0.010131467259444412,0.5475100942126514,0.1990364635364635,131.76717171669006,"[25, 2, 19, 8, 32, 24, 30, 4, 7, 3]"
50,200,0.6,0.3,1.5,1.5,10,0.6,0.4,0.4198510807272584,0.4079754049151088,0.0109346550540621,0.5469717362045761,0.19948090798090795,67.13523035049438,"[25, 3, 30, 24, 8, 19, 2, 32, 4, 7]"
100,200,0.6,0.2,1.5,1.5,10,0.6,0.4,0.4142201123237462,0.40784076006242903,0.007256618094229014,0.5534320323014805,0.1894538517038517,122.34885468482972,"[25, 30, 2, 24, 8, 14, 32, 4, 7, 19]"
100,200,0.8,0.3,1.5,2.0,10,0.6,0.4,0.41270822358440123,0.40781456638172653,0.0031896833725465665,0.5550471063257066,0.18696575646575647,102.69227166175843,"[25, 3, 2, 24, 32, 14, 30, 8, 19, 7]"
80,100,0.8,0.2,1.5,1.5,10,0.6,0.4,0.4131844140605917,0.4076751269965267,0.0038465623790793517,0.5415881561238224,0.2068055833055833,56.81498379707337,"[24, 32, 4, 20, 23, 30, 8, 25, 2, 7]"
100,100,0.6,0.2,1.5,2.0,10,0.6,0.4,0.41451774739392505,0.40762221152557626,0.006348192525534225,0.5480484522207268,0.1969828504828505,72.73955087661743,"[19, 7, 8, 24, 21, 25, 2, 32, 30, 4]"
50,200,0.7,0.2,2.0,1.5,10,0.6,0.4,0.4198510807272584,0.40744901143420653,0.009251539454929653,0.5485868102288022,0.19574231324231323,63.39469547271729,"[25, 4, 30, 7, 8, 2, 19, 3, 32, 24]"
80,200,0.8,0.3,2.0,1.5,10,0.6,0.4,0.41651774739392505,0.407425700992592,0.009036612384493905,0.5432032301480485,0.20375940725940725,95.61370811462402,"[8, 25, 24, 32, 7, 2, 20, 30, 19, 4]"
100,100,0.7,0.3,2.0,2.0,10,0.6,0.4,0.41651774739392505,0.4071518861279292,0.010212795162430165,0.5458950201884253,0.19903718503718507,66.87313356399537,"[8, 24, 32, 7, 2, 30, 19, 25, 4, 23]"
100,100,0.8,0.2,2.0,2.0,10,0.6,0.4,0.41954152487261503,0.40709869977487745,0.0071579785320447014,0.5518169582772544,0.19002131202131203,67.02911715507507,"[25, 30, 32, 7, 24, 8, 4, 31, 2, 19]"
50,200,0.8,0.2,2.0,2.0,10,0.6,0.4,0.41954152487261503,0.40693621291225596,0.011961779755657983,0.5458950201884253,0.198498001998002,70.19704031944275,"[19, 8, 31, 32, 25, 4, 2, 24, 30, 7]"
50,100,0.8,0.3,1.5,2.0,10,0.6,0.4,0.4162081915392817,0.4068746123324858,0.010647853323056136,0.5464333781965007,0.19753646353646354,40.0903685092926,"[20, 4, 30, 31, 7, 24, 25, 32, 2, 8]"
